order_id,product,region,sales,order_date
1325,Laptop,South,864,25-09-2024
1326,Headphones,West,1227,22-04-2024
1327,Headphones,South,1039,16-02-2024
1328,Mouse,West,1813,28-12-2024
1329,Keyboard,North,1623,23-08-2024
1330,Mouse,East,1977,11-09-2024
1331,Headphones,East,791,14-12-2024
1332,Monitor,North,1776,07-12-2024
1333,Laptop,East,171,13-09-2024
1334,Keyboard,North,1566,18-08-2024
1335,Mouse,East,210,27-11-2024
1336,Headphones,East,1327,22-11-2024
1337,Keyboard,East,1403,31-10-2024
1338,Laptop,East,364,22-12-2024
1339,Monitor,North,1161,19-12-2024
1340,Keyboard,East,759,16-02-2024
1341,Headphones,East,1530,19-04-2024
1342,Monitor,South,1863,24-09-2024
1343,Monitor,West,393,27-12-2024
1344,Monitor,South,668,09-05-2024
1345,Keyboard,North,1529,14-10-2024
1346,Monitor,South,183,27-12-2024
1347,Mouse,East,1097,04-03-2024
1348,Monitor,West,1777,20-12-2024
1349,Headphones,North,206,31-12-2024
1350,Monitor,North,1632,22-12-2024
1351,Monitor,South,817,02-02-2024
1352,Mouse,South,1538,24-04-2024
1353,Headphones,North,934,09-05-2024
1354,Laptop,North,1978,03-07-2024
1355,Mouse,North,1001,29-01-2024
1356,Mouse,West,1018,09-09-2024
1357,Monitor,North,1893,26-07-2024
1358,Monitor,South,1931,15-12-2024
1359,Headphones,West,1269,14-05-2024
1360,Mouse,South,1746,02-05-2024
1361,Headphones,West,196,21-11-2024
1362,Keyboard,South,1919,05-07-2024
1363,Headphones,East,483,29-05-2024
1364,Monitor,South,528,13-06-2024
1365,Laptop,West,1257,13-10-2024
1366,Monitor,North,329,07-12-2024
1367,Mouse,West,1929,15-04-2024
1368,Keyboard,West,1974,05-04-2024
1369,Keyboard,South,567,07-11-2024
1370,Mouse,North,943,21-06-2024
1371,Headphones,North,702,04-06-2024
1372,Laptop,North,1100,17-11-2024
1373,Keyboard,East,900,16-04-2024
1374,Mouse,East,795,02-04-2024
1375,Mouse,North,1124,10-08-2024
1376,Monitor,West,463,21-03-2024
1377,Keyboard,South,920,25-05-2024
1378,Monitor,North,606,18-10-2024
1379,Laptop,South,1023,12-05-2024
1380,Laptop,South,1506,17-10-2024
1381,Monitor,North,1710,26-06-2024
1382,Keyboard,West,1210,30-07-2024
1383,Monitor,East,1415,15-09-2024
1384,Laptop,North,500,01-12-2024
1385,Mouse,West,1661,10-03-2024
1386,Mouse,East,1465,12-05-2024
1387,Mouse,South,1079,21-03-2024
1388,Laptop,North,886,26-11-2024
1389,Keyboard,North,1503,16-08-2024
1390,Mouse,South,1737,24-02-2024
1391,Laptop,South,588,17-12-2024
1392,Keyboard,East,1109,24-01-2024
1393,Headphones,North,933,25-05-2024
1394,Laptop,West,1730,11-10-2024
1395,Keyboard,North,1160,02-02-2024
1396,Monitor,North,472,31-10-2024
1397,Mouse,West,994,03-06-2024
1398,Headphones,West,1344,30-09-2024
1399,Keyboard,West,1398,28-04-2024
1400,Headphones,East,1211,10-07-2024
1401,Laptop,East,597,08-12-2024
1402,Headphones,South,515,28-05-2024
1403,Headphones,South,744,19-08-2024
1404,Laptop,East,386,07-06-2024
1405,Monitor,North,1582,16-04-2024
1406,Headphones,South,484,26-05-2024
1407,Keyboard,North,911,17-07-2024
1408,Monitor,West,1486,27-12-2024
1409,Headphones,South,1866,06-01-2024
1410,Monitor,South,845,27-03-2024
1411,Laptop,East,189,17-12-2024
1412,Monitor,West,123,20-09-2024
1413,Headphones,North,526,16-02-2024
1414,Headphones,East,1046,21-01-2024
1415,Mouse,North,721,14-01-2024
1416,Laptop,South,1907,18-10-2024
1417,Keyboard,South,949,12-03-2024
1418,Headphones,West,1956,01-03-2024
1419,Mouse,West,1288,02-05-2024
1420,Headphones,West,1253,13-11-2024
1421,Headphones,North,1228,28-08-2024
1422,Monitor,West,1532,19-06-2024
1423,Monitor,South,742,22-11-2024
1424,Headphones,West,675,15-11-2024
1425,Headphones,North,1694,15-10-2024
1426,Mouse,East,1741,29-09-2024
1427,Headphones,South,366,30-11-2024
1428,Keyboard,North,1170,10-12-2024
1429,Monitor,South,300,14-12-2024
1430,Mouse,North,972,03-07-2024
1431,Headphones,North,517,11-09-2024
1432,Keyboard,East,1371,26-07-2024
1433,Headphones,West,821,28-10-2024
1434,Laptop,West,1309,19-06-2024
1435,Headphones,North,1569,28-01-2024
1436,Laptop,North,1853,27-11-2024
1437,Laptop,East,666,30-10-2024
1438,Headphones,East,1957,19-08-2024
1439,Keyboard,West,1562,22-02-2024
1440,Keyboard,North,914,10-05-2024
1441,Laptop,West,1693,23-10-2024
1442,Keyboard,North,1647,08-09-2024
1443,Headphones,North,1421,09-01-2024
1444,Keyboard,East,1501,25-07-2024
1445,Headphones,North,1374,13-03-2024
1446,Laptop,North,219,24-04-2024
1447,Headphones,West,1735,20-02-2024
1448,Mouse,South,1090,30-09-2024
1449,Keyboard,West,764,06-04-2024
1450,Mouse,North,1603,13-11-2024
1451,Mouse,North,899,23-08-2024
1452,Monitor,East,818,25-07-2024
1453,Laptop,West,184,21-10-2024
1454,Headphones,South,1913,03-08-2024
1455,Monitor,East,1523,13-03-2024
1456,Mouse,West,1931,22-11-2024
1457,Headphones,West,1466,29-10-2024
1458,Laptop,East,178,05-05-2024
1459,Mouse,North,1725,28-11-2024
1460,Mouse,South,358,05-10-2024
1461,Monitor,East,865,03-11-2024
1462,Laptop,North,1168,04-07-2024
1463,Mouse,South,1642,11-04-2024
1464,Laptop,West,1262,22-01-2024
1465,Headphones,West,456,06-07-2024
1466,Keyboard,West,253,28-12-2024
1467,Headphones,North,1479,02-09-2024
1468,Keyboard,North,527,03-02-2024
1469,Headphones,West,1365,27-03-2024
1470,Mouse,West,165,15-09-2024
1471,Monitor,West,763,08-01-2024
1472,Monitor,East,1579,01-02-2024
1473,Laptop,East,1817,17-11-2024
1474,Mouse,East,756,19-03-2024
1475,Monitor,East,271,06-12-2024
1476,Monitor,North,356,09-08-2024
1477,Monitor,East,892,02-12-2024
1478,Monitor,West,321,30-08-2024
1479,Mouse,North,1370,09-04-2024
1480,Headphones,East,71,07-09-2024
1481,Monitor,East,445,24-05-2024
1482,Headphones,East,690,10-11-2024
1483,Monitor,West,1075,06-01-2024
1484,Keyboard,South,1083,06-08-2024
1485,Monitor,East,51,10-12-2024
1486,Laptop,North,1413,04-09-2024
1487,Mouse,North,966,17-08-2024
1488,Monitor,South,1084,09-03-2024
1489,Laptop,East,1866,07-02-2024
1490,Headphones,North,1789,18-12-2024
1491,Laptop,East,1539,15-02-2024
1492,Headphones,West,523,15-10-2024
1493,Laptop,West,1074,05-09-2024
1494,Headphones,West,270,15-02-2024
1495,Monitor,East,1302,02-11-2024
1496,Keyboard,East,630,15-01-2024
1497,Monitor,West,827,18-11-2024
1498,Mouse,North,1182,04-12-2024
1499,Keyboard,North,150,17-07-2024
1500,Keyboard,East,1532,21-07-2024
